wconfid,pctid,y,z,time
1,20,0.113,-0.125,0 days 00:09:53
1,20,-0.012,-0.125,0 days 00:09:54
1,20,0.004,-0.129,0 days 00:09:55
1,20,-0.043,-0.117,0 days 00:09:56
1,20,0.008,-0.117,0 days 00:09:57
1,20,-0.125,-0.156,0 days 00:09:58
1,20,-0.035,-0.125,0 days 00:09:59
1,20,0.023,-0.129,0 days 00:10:00
1,20,-0.133,-0.16,0 days 00:10:01
1,20,-0.035,-0.129,0 days 00:10:02
1,20,0.031,-0.117,0 days 00:10:03
1,20,-0.121,-0.152,0 days 00:10:04
1,20,-0.086,-0.117,0 days 00:10:05
1,20,0.035,-0.129,0 days 00:10:06
1,20,-0.09,-0.152,0 days 00:10:07
1,20,-0.09,-0.113,0 days 00:10:08
1,20,0.023,-0.133,0 days 00:10:09
1,20,0.102,-0.152,0 days 00:10:10
1,20,0.117,-0.152,0 days 00:10:11
1,20,0.023,-0.141,0 days 00:10:12
1,20,-0.035,-0.121,0 days 00:10:13
1,20,-0.133,-0.121,0 days 00:10:14
1,20,0.059,-0.141,0 days 00:10:15
1,20,-0.035,-0.133,0 days 00:10:16
1,20,-0.129,-0.152,0 days 00:10:17
1,20,0.078,-0.141,0 days 00:10:18
1,20,-0.055,-0.125,0 days 00:10:19
1,20,-0.086,-0.137,0 days 00:10:20
1,20,0.098,-0.129,0 days 00:10:21
1,20,-0.027,-0.129,0 days 00:10:22
1,20,-0.09,-0.141,0 days 00:10:23
1,20,0.113,-0.133,0 days 00:10:24
1,20,-0.023,-0.152,0 days 00:10:25
1,20,-0.121,-0.152,0 days 00:10:26
1,20,0.082,-0.125,0 days 00:10:27
1,20,0.02,-0.125,0 days 00:10:28
1,20,0.156,-0.121,0 days 00:10:29
1,20,0.07,-0.121,0 days 00:10:30
1,20,-0.043,-0.141,0 days 00:10:31
1,20,-0.094,-0.121,0 days 00:10:32
1,20,0.094,-0.121,0 days 00:10:33
1,20,-0.004,-0.133,0 days 00:10:34
1,20,-0.078,-0.109,0 days 00:10:35
1,20,0.113,-0.121,0 days 00:10:36
1,20,0.012,-0.133,0 days 00:10:37
1,20,0.082,-0.121,0 days 00:10:38
1,20,0.078,-0.148,0 days 00:10:39
1,20,-0.035,-0.117,0 days 00:10:40
1,20,0.016,-0.117,0 days 00:10:41
1,20,-0.035,-0.129,0 days 00:10:42
1,20,-0.02,-0.125,0 days 00:10:43
1,20,0.082,-0.125,0 days 00:10:44
1,20,-0.031,-0.117,0 days 00:10:45
1,20,0.008,-0.125,0 days 00:10:46
1,20,-0.141,-0.152,0 days 00:10:47
1,20,-0.023,-0.113,0 days 00:10:48
1,20,0.027,-0.125,0 days 00:10:49
1,20,-0.125,-0.164,0 days 00:10:50
1,20,-0.07,-0.117,0 days 00:10:51
1,20,0.027,-0.121,0 days 00:10:52
1,20,-0.105,-0.16,0 days 00:10:53
1,20,-0.094,-0.125,0 days 00:10:54
1,20,0.008,-0.129,0 days 00:10:55
1,20,-0.055,-0.145,0 days 00:10:56
1,20,-0.105,-0.133,0 days 00:10:57
1,20,0.078,-0.125,0 days 00:10:58
1,20,0.09,-0.145,0 days 00:10:59
1,20,0.113,-0.113,0 days 00:11:00
1,20,0.039,-0.137,0 days 00:11:01
1,20,-0.027,-0.148,0 days 00:11:02
1,20,-0.133,-0.152,0 days 00:11:03
1,20,0.059,-0.137,0 days 00:11:04
1,20,-0.047,-0.121,0 days 00:11:05
1,20,-0.109,-0.148,0 days 00:11:06
1,20,0.09,-0.145,0 days 00:11:07
1,20,-0.063,-0.117,0 days 00:11:08
1,20,-0.023,-0.145,0 days 00:11:09
1,20,0.094,-0.133,0 days 00:11:10
1,20,-0.023,-0.125,0 days 00:11:11
1,20,-0.133,-0.141,0 days 00:11:12
1,20,0.098,-0.133,0 days 00:11:13
1,20,-0.023,-0.125,0 days 00:11:14
1,20,-0.152,-0.156,0 days 00:11:15
1,20,0.07,-0.125,0 days 00:11:16
1,20,0.02,-0.121,0 days 00:11:17
1,20,0.152,-0.121,0 days 00:11:18
1,20,0.063,-0.125,0 days 00:11:19
1,20,-0.047,-0.145,0 days 00:11:20
1,20,-0.094,-0.117,0 days 00:11:21
1,20,0.074,-0.121,0 days 00:11:22
1,20,0.012,-0.129,0 days 00:11:23
1,20,0.098,-0.129,0 days 00:11:24
1,20,0.039,-0.141,0 days 00:11:25
1,20,-0.078,-0.121,0 days 00:11:26
1,20,0.074,-0.121,0 days 00:11:27
1,20,0.016,-0.129,0 days 00:11:28
1,20,0.102,-0.125,0 days 00:11:29
1,20,0.027,-0.113,0 days 00:11:30
1,20,0.008,-0.125,0 days 00:11:31
1,20,0.152,-0.16,0 days 00:11:32
1,20,0.066,-0.133,0 days 00:11:33
1,20,-0.035,-0.137,0 days 00:11:34
1,20,0.137,-0.121,0 days 00:11:35
1,20,-0.098,-0.133,0 days 00:11:36
1,20,-0.043,-0.125,0 days 00:11:37
1,20,-0.082,-0.109,0 days 00:11:38
1,20,0.098,-0.125,0 days 00:11:39
1,20,-0.023,-0.148,0 days 00:11:40
1,20,-0.055,-0.117,0 days 00:11:41
1,20,0.102,-0.125,0 days 00:11:42
1,20,-0.004,-0.141,0 days 00:11:43
1,20,-0.02,-0.125,0 days 00:11:44
1,20,0.098,-0.113,0 days 00:11:45
1,20,0.027,-0.141,0 days 00:11:46
1,20,0.102,-0.121,0 days 00:11:47
1,20,0.047,-0.125,0 days 00:11:48
1,20,-0.023,-0.133,0 days 00:11:49
1,20,0.113,-0.113,0 days 00:11:50
1,20,-0.023,-0.113,0 days 00:11:51
1,20,-0.008,-0.129,0 days 00:11:52
1,20,0.09,-0.113,0 days 00:11:53
1,20,-0.063,-0.125,0 days 00:11:54
1,20,-0.004,-0.125,0 days 00:11:55
1,20,-0.125,-0.121,0 days 00:11:56
1,20,0.152,-0.125,0 days 00:11:57
1,20,0.031,-0.129,0 days 00:11:58
1,20,-0.113,-0.145,0 days 00:11:59
1,20,-0.078,-0.125,0 days 00:12:00
1,20,0.039,-0.129,0 days 00:12:01
1,20,-0.066,-0.152,0 days 00:12:02
1,20,-0.082,-0.125,0 days 00:12:03
1,20,0.063,-0.121,0 days 00:12:04
1,20,0.012,-0.125,0 days 00:12:05
1,20,0.082,-0.121,0 days 00:12:06
1,20,-0.008,-0.141,0 days 00:12:07
1,20,0.113,-0.125,0 days 00:12:08
1,20,-0.078,-0.121,0 days 00:12:09
1,20,0.02,-0.137,0 days 00:12:10
1,20,-0.086,-0.125,0 days 00:12:11
1,20,-0.027,-0.152,0 days 00:12:12
1,20,0.035,-0.141,0 days 00:12:13
1,20,-0.07,-0.121,0 days 00:12:14
1,20,-0.145,-0.156,0 days 00:12:15
1,20,0.043,-0.133,0 days 00:12:16
1,20,-0.055,-0.133,0 days 00:12:17
1,20,-0.141,-0.141,0 days 00:12:18
1,20,0.051,-0.117,0 days 00:12:19
1,20,-0.035,-0.125,0 days 00:12:20
1,20,-0.156,-0.145,0 days 00:12:21
1,20,0.09,-0.129,0 days 00:12:22
1,20,-0.023,-0.121,0 days 00:12:23
1,20,-0.145,-0.16,0 days 00:12:24
1,20,0.133,-0.137,0 days 00:12:25
1,20,-0.004,-0.133,0 days 00:12:26
1,20,-0.129,-0.152,0 days 00:12:27
1,20,0.148,-0.129,0 days 00:12:28
1,20,0.004,-0.125,0 days 00:12:29
1,20,0.113,-0.125,0 days 00:12:30
1,20,0.078,-0.125,0 days 00:12:31
1,20,-0.07,-0.137,0 days 00:12:32
1,20,-0.02,-0.137,0 days 00:12:33
1,20,0.09,-0.141,0 days 00:12:34
1,20,-0.035,-0.152,0 days 00:12:35
1,20,-0.094,-0.125,0 days 00:12:36
1,20,0.074,-0.129,0 days 00:12:37
1,20,-0.031,-0.148,0 days 00:12:38
1,20,-0.094,-0.121,0 days 00:12:39
1,20,0.023,-0.109,0 days 00:12:40
1,20,0.004,-0.148,0 days 00:12:41
1,20,0.109,-0.121,0 days 00:12:42
1,20,0.086,-0.133,0 days 00:12:43
1,20,-0.016,-0.129,0 days 00:12:44
1,20,-0.16,-0.145,0 days 00:12:45
1,20,0.121,-0.121,0 days 00:12:46
1,20,-0.012,-0.137,0 days 00:12:47
1,20,-0.125,-0.125,0 days 00:12:48
1,20,0.129,-0.125,0 days 00:12:49
1,20,0.008,-0.125,0 days 00:12:50
1,20,0.121,-0.156,0 days 00:12:51
1,20,0.055,-0.113,0 days 00:12:52
1,20,-0.09,-0.156,0 days 00:12:53
1,20,0.082,-0.133,0 days 00:12:54
1,20,-0.07,-0.113,0 days 00:12:55
1,20,-0.059,-0.152,0 days 00:12:56
1,20,0.09,-0.125,0 days 00:12:57
1,20,-0.07,-0.129,0 days 00:12:58
1,20,-0.023,-0.125,0 days 00:12:59
1,20,-0.105,-0.117,0 days 00:13:00
1,20,0.047,-0.129,0 days 00:13:01
1,20,-0.016,-0.145,0 days 00:13:02
1,20,-0.102,-0.117,0 days 00:13:03
1,20,0.074,-0.125,0 days 00:13:04
1,20,-0.004,-0.141,0 days 00:13:05
1,20,-0.102,-0.109,0 days 00:13:06
1,20,0.113,-0.117,0 days 00:13:07
1,20,0.012,-0.133,0 days 00:13:08
1,20,-0.07,-0.117,0 days 00:13:09
1,20,-0.164,-0.16,0 days 00:13:10
1,20,0.016,-0.125,0 days 00:13:11
1,20,0.082,-0.109,0 days 00:13:12
1,20,0.125,-0.16,0 days 00:13:13
1,20,-0.02,-0.129,0 days 00:13:14
1,20,0.043,-0.133,0 days 00:13:15
1,20,-0.059,-0.121,0 days 00:13:16
1,20,0.008,-0.125,0 days 00:13:17
1,20,-0.047,-0.129,0 days 00:13:18
1,20,-0.055,-0.121,0 days 00:13:19
1,20,0.02,-0.121,0 days 00:13:20
1,20,-0.121,-0.156,0 days 00:13:21
1,20,-0.039,-0.117,0 days 00:13:22
1,20,0.047,-0.129,0 days 00:13:23
1,20,-0.109,-0.156,0 days 00:13:24
1,20,-0.035,-0.137,0 days 00:13:25
1,20,0.055,-0.121,0 days 00:13:26
1,20,-0.074,-0.172,0 days 00:13:27
1,20,-0.082,-0.121,0 days 00:13:28
1,20,0.055,-0.125,0 days 00:13:29
1,20,0.109,-0.145,0 days 00:13:30
1,20,0.117,-0.117,0 days 00:13:31
1,20,0.035,-0.129,0 days 00:13:32
1,20,-0.074,-0.121,0 days 00:13:33
1,20,-0.156,-0.117,0 days 00:13:34
1,20,0.039,-0.133,0 days 00:13:35
1,20,-0.051,-0.121,0 days 00:13:36
1,20,-0.152,-0.148,0 days 00:13:37
1,20,0.082,-0.133,0 days 00:13:38
1,20,-0.023,-0.125,0 days 00:13:39
1,20,-0.129,-0.148,0 days 00:13:40
1,20,0.098,-0.129,0 days 00:13:41
1,20,-0.008,-0.137,0 days 00:13:42
1,20,-0.113,-0.145,0 days 00:13:43
1,20,0.121,-0.133,0 days 00:13:44
1,20,-0.016,-0.125,0 days 00:13:45
1,20,-0.074,-0.137,0 days 00:13:46
1,20,0.125,-0.129,0 days 00:13:47
1,20,0.008,-0.125,0 days 00:13:48
1,20,0.082,-0.117,0 days 00:13:49
1,20,0.063,-0.125,0 days 00:13:50
1,20,-0.07,-0.16,0 days 00:13:51
1,20,-0.094,-0.109,0 days 00:13:52
1,20,0.043,-0.133,0 days 00:13:53
1,20,-0.031,-0.145,0 days 00:13:54
1,20,-0.09,-0.121,0 days 00:13:55
1,20,0.035,-0.121,0 days 00:13:56
1,20,-0.008,-0.148,0 days 00:13:57
1,20,-0.105,-0.121,0 days 00:13:58
1,20,0.105,-0.117,0 days 00:13:59
1,20,0.008,-0.141,0 days 00:14:00
1,20,0.105,-0.125,0 days 00:14:01
1,20,0.102,-0.133,0 days 00:14:02
1,20,-0.012,-0.117,0 days 00:14:03
1,20,0.086,-0.113,0 days 00:14:04
1,20,-0.023,-0.117,0 days 00:14:05
1,20,-0.016,-0.125,0 days 00:14:06
1,20,-0.094,-0.121,0 days 00:14:07
1,20,0.117,-0.133,0 days 00:14:08
1,20,0.004,-0.125,0 days 00:14:09
1,20,-0.008,-0.125,0 days 00:14:10
1,20,-0.059,-0.121,0 days 00:14:11
1,20,0.027,-0.117,0 days 00:14:12
1,20,-0.109,-0.152,0 days 00:14:13
1,20,-0.059,-0.109,0 days 00:14:14
1,20,0.035,-0.121,0 days 00:14:15
1,20,0.148,-0.145,0 days 00:14:16
1,20,0.016,-0.129,0 days 00:14:17
1,20,-0.035,-0.145,0 days 00:14:18
1,20,0.137,-0.113,0 days 00:14:19
1,20,-0.105,-0.129,0 days 00:14:20
1,20,0.0,-0.145,0 days 00:14:21
1,20,-0.078,-0.152,0 days 00:14:22
1,20,-0.121,-0.133,0 days 00:14:23
1,20,0.012,-0.129,0 days 00:14:24
1,20,-0.078,-0.121,0 days 00:14:25
1,20,-0.137,-0.168,0 days 00:14:26
1,20,0.008,-0.137,0 days 00:14:27
1,20,-0.07,-0.121,0 days 00:14:28
1,20,-0.148,-0.148,0 days 00:14:29
1,20,0.055,-0.133,0 days 00:14:30
1,20,-0.031,-0.121,0 days 00:14:31
1,20,-0.148,-0.145,0 days 00:14:32
1,20,0.086,-0.141,0 days 00:14:33
1,20,0.031,-0.137,0 days 00:14:34
1,20,0.117,-0.125,0 days 00:14:35
1,20,0.027,-0.152,0 days 00:14:36
1,20,-0.117,-0.145,0 days 00:14:37
1,20,-0.039,-0.125,0 days 00:14:38
1,20,0.039,-0.125,0 days 00:14:39
1,20,-0.117,-0.152,0 days 00:14:40
1,20,-0.039,-0.125,0 days 00:14:41
1,20,0.039,-0.121,0 days 00:14:42
1,20,-0.109,-0.148,0 days 00:14:43
1,20,-0.074,-0.129,0 days 00:14:44
1,20,0.051,-0.125,0 days 00:14:45
1,20,-0.074,-0.152,0 days 00:14:46
1,20,-0.09,-0.117,0 days 00:14:47
1,20,0.02,-0.133,0 days 00:14:48
1,20,-0.043,-0.148,0 days 00:14:49
1,20,-0.102,-0.121,0 days 00:14:50
1,20,0.074,-0.125,0 days 00:14:51
1,20,-0.012,-0.148,0 days 00:14:52
1,20,-0.098,-0.125,0 days 00:14:53
1,20,0.113,-0.125,0 days 00:14:54
1,20,0.047,-0.133,0 days 00:14:55
1,20,0.098,-0.117,0 days 00:14:56
1,20,0.09,-0.133,0 days 00:14:57
1,20,-0.02,-0.125,0 days 00:14:58
1,20,-0.133,-0.152,0 days 00:14:59
1,20,0.105,-0.141,0 days 00:15:00
1,20,-0.031,-0.117,0 days 00:15:01
1,20,-0.082,-0.141,0 days 00:15:02
1,20,0.109,-0.125,0 days 00:15:03
1,20,-0.004,-0.125,0 days 00:15:04
1,20,-0.012,-0.137,0 days 00:15:05
1,20,0.113,-0.117,0 days 00:15:06
1,20,0.004,-0.121,0 days 00:15:07
1,20,0.148,-0.148,0 days 00:15:08
1,20,0.035,-0.125,0 days 00:15:09
1,20,-0.074,-0.148,0 days 00:15:10
1,20,-0.098,-0.117,0 days 00:15:11
1,20,0.012,-0.117,0 days 00:15:12
1,20,-0.051,-0.145,0 days 00:15:13
1,20,-0.09,-0.113,0 days 00:15:14
1,20,0.09,-0.129,0 days 00:15:15
1,20,-0.016,-0.148,0 days 00:15:16
1,20,-0.082,-0.133,0 days 00:15:17
1,20,0.117,-0.113,0 days 00:15:18
1,20,0.016,-0.141,0 days 00:15:19
1,20,0.098,-0.121,0 days 00:15:20
1,20,0.094,-0.137,0 days 00:15:21
1,20,-0.035,-0.121,0 days 00:15:22
1,20,0.09,-0.133,0 days 00:15:23
1,20,-0.016,-0.125,0 days 00:15:24
1,20,-0.035,-0.129,0 days 00:15:25
1,20,0.02,-0.113,0 days 00:15:26
1,20,-0.027,-0.113,0 days 00:15:27
1,20,0.0,-0.125,0 days 00:15:28
1,20,-0.098,-0.145,0 days 00:15:29
1,20,-0.043,-0.105,0 days 00:15:30
1,20,-0.008,-0.148,0 days 00:15:31
1,20,-0.109,-0.121,0 days 00:15:32
1,20,0.09,-0.133,0 days 00:15:33
1,20,0.027,-0.121,0 days 00:15:34
1,20,-0.125,-0.156,0 days 00:15:35
1,20,-0.031,-0.125,0 days 00:15:36
1,20,0.043,-0.117,0 days 00:15:37
1,20,-0.109,-0.16,0 days 00:15:38
1,20,-0.078,-0.121,0 days 00:15:39
1,20,0.047,-0.125,0 days 00:15:40
1,20,0.125,-0.141,0 days 00:15:41
1,20,0.113,-0.117,0 days 00:15:42
1,20,0.031,-0.133,0 days 00:15:43
1,20,-0.074,-0.117,0 days 00:15:44
1,20,-0.129,-0.137,0 days 00:15:45
1,20,0.031,-0.137,0 days 00:15:46
1,20,-0.059,-0.121,0 days 00:15:47
1,20,-0.137,-0.148,0 days 00:15:48
1,20,0.063,-0.145,0 days 00:15:49
1,20,-0.027,-0.121,0 days 00:15:50
1,20,-0.137,-0.16,0 days 00:15:51
1,20,0.09,-0.133,0 days 00:15:52
1,20,-0.02,-0.129,0 days 00:15:53
1,20,-0.133,-0.156,0 days 00:15:54
1,20,0.105,-0.129,0 days 00:15:55
1,20,-0.031,-0.121,0 days 00:15:56
1,20,-0.082,-0.145,0 days 00:15:57
1,20,0.113,-0.125,0 days 00:15:58
1,20,0.055,-0.125,0 days 00:15:59
1,20,0.023,-0.113,0 days 00:16:00
1,20,0.055,-0.125,0 days 00:16:01
1,20,-0.086,-0.152,0 days 00:16:02
1,20,-0.094,-0.121,0 days 00:16:03
1,20,0.043,-0.121,0 days 00:16:04
1,20,-0.066,-0.145,0 days 00:16:05
1,20,-0.098,-0.121,0 days 00:16:06
1,20,0.012,-0.137,0 days 00:16:07
1,20,-0.039,-0.145,0 days 00:16:08
1,20,-0.09,-0.121,0 days 00:16:09
1,20,0.09,-0.125,0 days 00:16:10
1,20,-0.008,-0.141,0 days 00:16:11
1,20,-0.09,-0.133,0 days 00:16:12
1,20,0.113,-0.113,0 days 00:16:13
1,20,0.02,-0.129,0 days 00:16:14
1,20,0.098,-0.121,0 days 00:16:15
1,20,0.105,-0.133,0 days 00:16:16
1,20,-0.023,-0.129,0 days 00:16:17
1,20,-0.125,-0.129,0 days 00:16:18
1,20,0.117,-0.125,0 days 00:16:19
1,20,-0.012,-0.129,0 days 00:16:20
1,20,-0.07,-0.133,0 days 00:16:21
1,20,0.125,-0.129,0 days 00:16:22
1,20,0.012,-0.129,0 days 00:16:23
1,20,-0.063,-0.141,0 days 00:16:24
1,20,-0.055,-0.109,0 days 00:16:25
1,20,0.031,-0.125,0 days 00:16:26
1,20,0.141,-0.145,0 days 00:16:27
1,20,0.047,-0.121,0 days 00:16:28
1,20,-0.039,-0.141,0 days 00:16:29
1,20,0.137,-0.113,0 days 00:16:30
1,20,-0.039,-0.137,0 days 00:16:31
1,20,-0.023,-0.145,0 days 00:16:32
1,20,0.137,-0.117,0 days 00:16:33
1,20,-0.129,-0.148,0 days 00:16:34
1,20,0.0,-0.145,0 days 00:16:35
1,20,-0.07,-0.121,0 days 00:16:36
1,20,-0.148,-0.152,0 days 00:16:37
1,20,0.031,-0.141,0 days 00:16:38
1,20,-0.063,-0.117,0 days 00:16:39
1,20,-0.148,-0.152,0 days 00:16:40
1,20,0.043,-0.141,0 days 00:16:41
1,20,-0.047,-0.117,0 days 00:16:42
1,20,-0.145,-0.156,0 days 00:16:43
1,20,0.09,-0.133,0 days 00:16:44
1,20,0.023,-0.129,0 days 00:16:45
1,20,0.137,-0.117,0 days 00:16:46
1,20,0.023,-0.121,0 days 00:16:47
1,20,-0.074,-0.137,0 days 00:16:48
1,20,-0.063,-0.117,0 days 00:16:49
1,20,0.051,-0.121,0 days 00:16:50
1,20,-0.098,-0.148,0 days 00:16:51
1,20,-0.043,-0.121,0 days 00:16:52
1,20,0.059,-0.125,0 days 00:16:53
1,20,-0.07,-0.141,0 days 00:16:54
1,20,-0.043,-0.148,0 days 00:16:55
1,20,0.078,-0.129,0 days 00:16:56
1,20,-0.039,-0.152,0 days 00:16:57
1,20,-0.09,-0.125,0 days 00:16:58
1,20,0.074,-0.125,0 days 00:16:59
1,20,-0.027,-0.145,0 days 00:17:00
1,20,-0.094,-0.117,0 days 00:17:01
1,20,0.023,-0.125,0 days 00:17:02
1,20,0.004,-0.145,0 days 00:17:03
1,20,0.113,-0.121,0 days 00:17:04
1,20,0.07,-0.125,0 days 00:17:05
1,20,-0.027,-0.133,0 days 00:17:06
1,20,-0.129,-0.102,0 days 00:17:07
1,20,0.117,-0.133,0 days 00:17:08
1,20,-0.004,-0.129,0 days 00:17:09
1,20,-0.129,-0.148,0 days 00:17:10
1,20,0.141,-0.121,0 days 00:17:11
1,20,0.012,-0.125,0 days 00:17:12
1,20,0.137,-0.16,0 days 00:17:13
1,20,0.074,-0.117,0 days 00:17:14
1,20,-0.082,-0.145,0 days 00:17:15
1,20,0.094,-0.125,0 days 00:17:16
1,20,-0.074,-0.133,0 days 00:17:17
1,20,-0.055,-0.152,0 days 00:17:18
1,20,0.039,-0.125,0 days 00:17:19
1,20,-0.078,-0.137,0 days 00:17:20
1,20,-0.027,-0.145,0 days 00:17:21
1,20,-0.094,-0.121,0 days 00:17:22
1,20,0.07,-0.121,0 days 00:17:23
1,20,-0.008,-0.148,0 days 00:17:24
1,20,-0.098,-0.125,0 days 00:17:25
1,20,0.027,-0.125,0 days 00:17:26
1,20,0.004,-0.145,0 days 00:17:27
1,20,-0.094,-0.129,0 days 00:17:28
1,20,-0.102,-0.145,0 days 00:17:29
1,20,0.023,-0.141,0 days 00:17:30
1,20,0.102,-0.117,0 days 00:17:31
1,20,0.117,-0.125,0 days 00:17:32
1,20,-0.004,-0.133,0 days 00:17:33
1,20,0.082,-0.117,0 days 00:17:34
1,20,-0.07,-0.125,0 days 00:17:35
1,20,0.016,-0.133,0 days 00:17:36
1,20,-0.113,-0.148,0 days 00:17:37
1,20,-0.066,-0.113,0 days 00:17:38
1,20,0.02,-0.125,0 days 00:17:39
1,20,-0.09,-0.152,0 days 00:17:40
1,20,-0.063,-0.117,0 days 00:17:41
1,20,0.031,-0.121,0 days 00:17:42
1,20,-0.016,-0.129,0 days 00:17:43
1,20,-0.066,-0.109,0 days 00:17:44
1,20,0.055,-0.121,0 days 00:17:45
1,20,-0.074,-0.145,0 days 00:17:46
1,20,-0.066,-0.121,0 days 00:17:47
1,20,0.07,-0.098,0 days 00:17:48
1,20,0.129,-0.152,0 days 00:17:49
1,20,0.027,-0.129,0 days 00:17:50
1,20,0.004,-0.145,0 days 00:17:51
1,20,-0.098,-0.125,0 days 00:17:52
1,20,-0.098,-0.125,0 days 00:17:53
1,20,0.02,-0.145,0 days 00:17:54
1,20,-0.086,-0.121,0 days 00:17:55
1,20,-0.156,-0.152,0 days 00:17:56
1,20,0.02,-0.141,0 days 00:17:57
1,20,-0.055,-0.121,0 days 00:17:58
1,20,-0.164,-0.156,0 days 00:17:59
1,20,0.039,-0.137,0 days 00:18:00
1,20,-0.039,-0.125,0 days 00:18:01
1,20,-0.145,-0.137,0 days 00:18:02
1,20,0.074,-0.137,0 days 00:18:03
1,20,-0.035,-0.117,0 days 00:18:04
1,20,-0.148,-0.152,0 days 00:18:05
1,20,0.109,-0.137,0 days 00:18:06
1,20,-0.027,-0.113,0 days 00:18:07
1,20,-0.133,-0.164,0 days 00:18:08
1,20,0.125,-0.125,0 days 00:18:09
1,20,0.027,-0.117,0 days 00:18:10
1,20,0.125,-0.121,0 days 00:18:11
1,20,0.055,-0.121,0 days 00:18:12
1,20,-0.098,-0.156,0 days 00:18:13
1,20,-0.023,-0.125,0 days 00:18:14
1,20,0.059,-0.129,0 days 00:18:15
1,20,-0.063,-0.148,0 days 00:18:16
1,20,-0.055,-0.117,0 days 00:18:17
1,20,0.07,-0.125,0 days 00:18:18
1,20,-0.059,-0.152,0 days 00:18:19
1,20,-0.09,-0.125,0 days 00:18:20
1,20,0.063,-0.125,0 days 00:18:21
1,20,-0.039,-0.148,0 days 00:18:22
1,20,-0.102,-0.117,0 days 00:18:23
1,20,0.02,-0.125,0 days 00:18:24
1,20,-0.016,-0.141,0 days 00:18:25
1,20,-0.09,-0.121,0 days 00:18:26
1,20,0.078,-0.125,0 days 00:18:27
1,20,0.047,-0.141,0 days 00:18:28
1,20,0.117,-0.109,0 days 00:18:29
1,20,0.102,-0.129,0 days 00:18:30
1,20,-0.008,-0.129,0 days 00:18:31
1,20,-0.125,-0.125,0 days 00:18:32
1,20,0.121,-0.129,0 days 00:18:33
1,20,-0.004,-0.133,0 days 00:18:34
1,20,-0.129,-0.152,0 days 00:18:35
1,20,0.133,-0.121,0 days 00:18:36
1,20,0.004,-0.125,0 days 00:18:37
1,20,0.094,-0.148,0 days 00:18:38
1,20,0.063,-0.121,0 days 00:18:39
1,20,-0.082,-0.156,0 days 00:18:40
1,20,0.043,-0.125,0 days 00:18:41
1,20,-0.059,-0.129,0 days 00:18:42
1,20,-0.055,-0.152,0 days 00:18:43
1,20,-0.09,-0.117,0 days 00:18:44
1,20,0.063,-0.121,0 days 00:18:45
1,20,-0.039,-0.148,0 days 00:18:46
1,20,-0.105,-0.117,0 days 00:18:47
1,20,0.012,-0.121,0 days 00:18:48
1,20,-0.023,-0.141,0 days 00:18:49
1,20,-0.098,-0.113,0 days 00:18:50
1,20,0.074,-0.125,0 days 00:18:51
1,20,-0.004,-0.137,0 days 00:18:52
1,20,-0.078,-0.129,0 days 00:18:53
1,20,0.113,-0.117,0 days 00:18:54
1,20,0.012,-0.145,0 days 00:18:55
1,20,0.098,-0.125,0 days 00:18:56
1,20,0.121,-0.121,0 days 00:18:57
1,20,-0.012,-0.121,0 days 00:18:58
1,20,0.09,-0.117,0 days 00:18:59
1,20,-0.043,-0.113,0 days 00:19:00
1,20,-0.012,-0.129,0 days 00:19:01
1,20,0.074,-0.129,0 days 00:19:02
1,20,-0.047,-0.121,0 days 00:19:03
1,20,0.0,-0.125,0 days 00:19:04
1,20,-0.027,-0.133,0 days 00:19:05
1,20,-0.051,-0.113,0 days 00:19:06
1,20,0.027,-0.125,0 days 00:19:07
1,20,-0.094,-0.145,0 days 00:19:08
1,20,-0.059,-0.117,0 days 00:19:09
1,20,0.027,-0.113,0 days 00:19:10
1,20,-0.094,-0.148,0 days 00:19:11
1,20,-0.035,-0.113,0 days 00:19:12
1,20,0.055,-0.125,0 days 00:19:13
1,20,0.133,-0.141,0 days 00:19:14
1,20,0.066,-0.125,0 days 00:19:15
1,20,-0.008,-0.145,0 days 00:19:16
1,20,0.133,-0.117,0 days 00:19:17
1,20,-0.141,-0.141,0 days 00:19:18
1,20,0.008,-0.137,0 days 00:19:19
1,20,-0.074,-0.121,0 days 00:19:20
1,20,-0.152,-0.152,0 days 00:19:21
1,20,0.035,-0.125,0 days 00:19:22
1,20,-0.059,-0.117,0 days 00:19:23
1,20,-0.137,-0.164,0 days 00:19:24
1,20,0.055,-0.141,0 days 00:19:25
1,20,-0.043,-0.121,0 days 00:19:26
1,20,-0.148,-0.148,0 days 00:19:27
1,20,0.09,-0.133,0 days 00:19:28
1,20,-0.02,-0.133,0 days 00:19:29
1,20,-0.148,-0.156,0 days 00:19:30
1,20,0.113,-0.129,0 days 00:19:31
1,20,0.02,-0.129,0 days 00:19:32
1,20,0.129,-0.125,0 days 00:19:33
1,20,0.043,-0.125,0 days 00:19:34
1,20,-0.105,-0.152,0 days 00:19:35
1,20,-0.043,-0.117,0 days 00:19:36
1,20,0.055,-0.129,0 days 00:19:37
1,20,-0.086,-0.141,0 days 00:19:38
1,20,-0.039,-0.141,0 days 00:19:39
1,20,0.063,-0.113,0 days 00:19:40
1,20,-0.07,-0.152,0 days 00:19:41
1,20,-0.09,-0.129,0 days 00:19:42
1,20,0.059,-0.125,0 days 00:19:43
1,20,-0.059,-0.148,0 days 00:19:44
1,20,-0.098,-0.117,0 days 00:19:45
1,20,0.035,-0.121,0 days 00:19:46
